Varies per block?       ,    1,Unit    ,k$     ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    1                                        
Stag,Seq.,Blck,S1                                                     
   5,   1,  14,  208.71                                               
   5,   1,  15,  220.33                                               
   5,   1,  16,  74.090                                               
   5,   1,  17,  128.26                                               
   5,   1,  18,  262.88                                               
   5,   1,  19,  0.0000                                               
   5,   1,  20,  239.16                                               
   5,   1,  21,  132.91                                               
   5,   1,  22,  0.0000                                               
   5,   1,  23,  236.61                                               
   5,   1,  24,  233.12                                               
   6,   1,   1,  0.0000                                               
   6,   1,   2,  301.88                                               
   6,   1,   3,  128.62                                               
   6,   1,   4,  0.0000                                               
   6,   1,   5,  213.23                                               
   6,   1,   6,  0.0000                                               
   6,   1,   7,  78.000                                               
   6,   1,   8,  264.98                                               
   6,   1,   9,  0.0000                                               
   6,   1,  10,  240.90                                               
   6,   1,  11,  153.15                                               
   6,   1,  12,  0.0000                                               
   6,   1,  13,  0.0000                                               
   6,   1,  14,  0.0000                                               
   6,   1,  15,  231.45                                               
   6,   1,  16,  201.98                                               
   6,   1,  17,  177.00                                               
   6,   1,  18,  228.97                                               
   6,   1,  19,  71.700                                               
   6,   1,  20,  225.60                                               
   6,   1,  21,  254.40                                               
   6,   1,  22,  124.12                                               
   6,   1,  23,  0.0000                                               
   6,   1,  24,  224.48                                               
   7,   1,   1,  248.93                                               
   7,   1,   2,  0.0000                                               
   7,   1,   3,  80.600                                               
   7,   1,   4,  0.0000                                               
   7,   1,   5,  0.0000                                               
   7,   1,   6,  158.25                                               
   7,   1,   7,  0.0000                                               
   7,   1,   8,  311.94                                               
   7,   1,   9,  231.96                                               
   7,   1,  10,  0.0000                                               
   7,   1,  11,  182.90                                               
   7,   1,  12,  0.0000                                               
   7,   1,  13,  273.81                                               
   7,   1,  14,  208.71                                               
   7,   1,  15,  220.33                                               
   7,   1,  16,  74.090                                               
   7,   1,  17,  128.26                                               
   7,   1,  18,  262.88                                               
   7,   1,  19,  0.0000                                               
   7,   1,  20,  239.16                                               
   7,   1,  21,  132.91                                               
   7,   1,  22,  0.0000                                               
   7,   1,  23,  236.61                                               
   7,   1,  24,  233.12                                               
   8,   1,   1,  248.93                                               
   8,   1,   2,  0.0000                                               
   8,   1,   3,  80.600                                               
   8,   1,   4,  0.0000                                               
   8,   1,   5,  0.0000                                               
   8,   1,   6,  158.25                                               
   8,   1,   7,  0.0000                                               
   8,   1,   8,  311.94                                               
   8,   1,   9,  231.96                                               
   8,   1,  10,  0.0000                                               
   8,   1,  11,  182.90                                               
   8,   1,  12,  0.0000                                               
   8,   1,  13,  273.81                                               
   8,   1,  14,  208.71                                               
   8,   1,  15,  220.33                                               
   8,   1,  16,  74.090                                               
   8,   1,  17,  128.26                                               
   8,   1,  18,  262.88                                               
   8,   1,  19,  0.0000                                               
   8,   1,  20,  239.16                                               
   8,   1,  21,  132.91                                               
   8,   1,  22,  0.0000                                               
   8,   1,  23,  236.61                                               
   8,   1,  24,  233.12                                               
   9,   1,   1,  0.0000                                               
   9,   1,   2,  301.88                                               
   9,   1,   3,  128.62                                               
   9,   1,   4,  0.0000                                               
   9,   1,   5,  213.23                                               
   9,   1,   6,  0.0000                                               
   9,   1,   7,  78.000                                               
   9,   1,   8,  264.98                                               
   9,   1,   9,  0.0000                                               
   9,   1,  10,  240.90                                               
   9,   1,  11,  153.15                                               
   9,   1,  12,  0.0000                                               
   9,   1,  13,  0.0000                                               
   9,   1,  14,  0.0000                                               
   9,   1,  15,  231.45                                               
   9,   1,  16,  201.98                                               
   9,   1,  17,  177.00                                               
   9,   1,  18,  228.97                                               
   9,   1,  19,  71.700                                               
   9,   1,  20,  225.60                                               
   9,   1,  21,  254.40                                               
   9,   1,  22,  124.12                                               
   9,   1,  23,  0.0000                                               
   9,   1,  24,  224.48                                               
  10,   1,   1,  248.93                                               
  10,   1,   2,  0.0000                                               
  10,   1,   3,  80.600                                               
  10,   1,   4,  0.0000                                               
  10,   1,   5,  0.0000                                               
  10,   1,   6,  158.25                                               
  10,   1,   7,  0.0000                                               
  10,   1,   8,  311.94                                               
  10,   1,   9,  231.96                                               
  10,   1,  10,  0.0000                                               
  10,   1,  11,  182.90                                               
  10,   1,  12,  0.0000                                               
  10,   1,  13,  273.81                                               
  10,   1,  14,  208.71                                               
  10,   1,  15,  220.33                                               
  10,   1,  16,  74.090                                               
  10,   1,  17,  128.26                                               
  10,   1,  18,  262.88                                               
  10,   1,  19,  0.0000                                               
  10,   1,  20,  239.16                                               
  10,   1,  21,  132.91                                               
  10,   1,  22,  0.0000                                               
  10,   1,  23,  236.61                                               
  10,   1,  24,  233.12                                               
  11,   1,   1,  0.0000                                               
  11,   1,   2,  301.88                                               
  11,   1,   3,  128.62                                               
  11,   1,   4,  0.0000                                               
  11,   1,   5,  213.23                                               
  11,   1,   6,  0.0000                                               
  11,   1,   7,  78.000                                               
  11,   1,   8,  264.98                                               
  11,   1,   9,  0.0000                                               
  11,   1,  10,  240.90                                               
  11,   1,  11,  153.15                                               
  11,   1,  12,  0.0000                                               
  11,   1,  13,  0.0000                                               
  11,   1,  14,  0.0000                                               
  11,   1,  15,  231.45                                               
  11,   1,  16,  201.98                                               
  11,   1,  17,  177.00                                               
  11,   1,  18,  228.97                                               
  11,   1,  19,  71.700                                               
  11,   1,  20,  225.60                                               
  11,   1,  21,  254.40                                               
  11,   1,  22,  124.12                                               
  11,   1,  23,  0.0000                                               
  11,   1,  24,  224.48                                               
  12,   1,   1,  248.93                                               
  12,   1,   2,  0.0000                                               
  12,   1,   3,  80.600                                               
  12,   1,   4,  0.0000                                               
  12,   1,   5,  0.0000                                               
  12,   1,   6,  158.25                                               
  12,   1,   7,  0.0000                                               
  12,   1,   8,  311.94                                               
  12,   1,   9,  231.96                                               
  12,   1,  10,  0.0000                                               
  12,   1,  11,  182.90                                               
  12,   1,  12,  0.0000                                               
  12,   1,  13,  273.81                                               
  12,   1,  14,  208.71                                               
  12,   1,  15,  220.33                                               
  12,   1,  16,  74.090                                               
  12,   1,  17,  128.26                                               
  12,   1,  18,  262.88                                               
  12,   1,  19,  0.0000                                               
  12,   1,  20,  239.16                                               
  12,   1,  21,  132.91                                               
  12,   1,  22,  0.0000                                               
  12,   1,  23,  236.61                                               
  12,   1,  24,  233.12                                               
