Varies per block?       ,    2,Unit    ,MW     ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    2                                        
Stag,Seq.,Blck,T1          ,T2                                        
   8,   1,   5,  13.677    ,  6.6727                                  
   8,   1,   6,  19.414    ,  10.656                                  
   8,   1,   7,  16.219    ,  8.1706                                  
   8,   1,   8,  21.273    ,  12.102                                  
   8,   1,   9,  20.306    ,  11.349                                  
   8,   1,  10,  16.754    ,  8.5863                                  
   8,   1,  11,  19.712    ,  10.887                                  
   8,   1,  12,  14.024    ,  6.8709                                  
   8,   1,  13,  20.812    ,  11.743                                  
   8,   1,  14,  20.025    ,  11.130                                  
   8,   1,  15,  20.165    ,  11.240                                  
   8,   1,  16,  18.396    ,  9.8638                                  
   8,   1,  17,  19.052    ,  10.373                                  
   8,   1,  18,  20.680    ,  11.640                                  
   8,   1,  19,  13.789    ,  6.7364                                  
   8,   1,  20,  20.393    ,  11.417                                  
   8,   1,  21,  19.108    ,  10.417                                  
   8,   1,  22,  13.658    ,  6.6618                                  
   8,   1,  23,  20.362    ,  11.393                                  
   8,   1,  24,  20.320    ,  11.360                                  
   9,   1,   1,  13.658    ,  6.6618                                  
   9,   1,   2,  21.273    ,  12.102                                  
   9,   1,   3,  19.108    ,  10.417                                  
   9,   1,   4,  17.074    ,  8.8356                                  
   9,   1,   5,  20.165    ,  11.240                                  
   9,   1,   6,  14.794    ,  7.3109                                  
   9,   1,   7,  18.475    ,  9.9250                                  
   9,   1,   8,  20.812    ,  11.743                                  
   9,   1,   9,  16.219    ,  8.1706                                  
   9,   1,  10,  20.511    ,  11.509                                  
   9,   1,  11,  19.414    ,  10.656                                  
   9,   1,  12,  14.024    ,  6.8709                                  
   9,   1,  13,  16.754    ,  8.5863                                  
   9,   1,  14,  13.789    ,  6.7364                                  
   9,   1,  15,  20.393    ,  11.417                                  
   9,   1,  16,  20.025    ,  11.130                                  
   9,   1,  17,  19.712    ,  10.887                                  
   9,   1,  18,  20.362    ,  11.393                                  
   9,   1,  19,  18.396    ,  9.8638                                  
   9,   1,  20,  20.320    ,  11.360                                  
   9,   1,  21,  20.680    ,  11.640                                  
   9,   1,  22,  19.052    ,  10.373                                  
   9,   1,  23,  13.677    ,  6.6727                                  
   9,   1,  24,  20.306    ,  11.349                                  
  10,   1,   1,  20.511    ,  11.509                                  
  10,   1,   2,  14.794    ,  7.3109                                  
  10,   1,   3,  18.475    ,  9.9250                                  
  10,   1,   4,  17.074    ,  8.8356                                  
  10,   1,   5,  13.677    ,  6.6727                                  
  10,   1,   6,  19.414    ,  10.656                                  
  10,   1,   7,  16.219    ,  8.1706                                  
  10,   1,   8,  21.273    ,  12.102                                  
  10,   1,   9,  20.306    ,  11.349                                  
  10,   1,  10,  16.754    ,  8.5863                                  
  10,   1,  11,  19.712    ,  10.887                                  
  10,   1,  12,  14.024    ,  6.8709                                  
  10,   1,  13,  20.812    ,  11.743                                  
  10,   1,  14,  20.025    ,  11.130                                  
  10,   1,  15,  20.165    ,  11.240                                  
  10,   1,  16,  18.396    ,  9.8638                                  
  10,   1,  17,  19.052    ,  10.373                                  
  10,   1,  18,  20.680    ,  11.640                                  
  10,   1,  19,  13.789    ,  6.7364                                  
  10,   1,  20,  20.393    ,  11.417                                  
  10,   1,  21,  19.108    ,  10.417                                  
  10,   1,  22,  13.658    ,  6.6618                                  
  10,   1,  23,  20.362    ,  11.393                                  
  10,   1,  24,  20.320    ,  11.360                                  
  11,   1,   1,  13.658    ,  6.6618                                  
  11,   1,   2,  21.273    ,  12.102                                  
  11,   1,   3,  19.108    ,  10.417                                  
  11,   1,   4,  17.074    ,  8.8356                                  
  11,   1,   5,  20.165    ,  11.240                                  
  11,   1,   6,  14.794    ,  7.3109                                  
  11,   1,   7,  18.475    ,  9.9250                                  
  11,   1,   8,  20.812    ,  11.743                                  
  11,   1,   9,  16.219    ,  8.1706                                  
  11,   1,  10,  20.511    ,  11.509                                  
  11,   1,  11,  19.414    ,  10.656                                  
  11,   1,  12,  14.024    ,  6.8709                                  
  11,   1,  13,  16.754    ,  8.5863                                  
  11,   1,  14,  13.789    ,  6.7364                                  
  11,   1,  15,  20.393    ,  11.417                                  
  11,   1,  16,  20.025    ,  11.130                                  
  11,   1,  17,  19.712    ,  10.887                                  
  11,   1,  18,  20.362    ,  11.393                                  
  11,   1,  19,  18.396    ,  9.8638                                  
  11,   1,  20,  20.320    ,  11.360                                  
  11,   1,  21,  20.680    ,  11.640                                  
  11,   1,  22,  19.052    ,  10.373                                  
  11,   1,  23,  13.677    ,  6.6727                                  
  11,   1,  24,  20.306    ,  11.349                                  
  12,   1,   1,  20.511    ,  11.509                                  
  12,   1,   2,  14.794    ,  7.3109                                  
  12,   1,   3,  18.475    ,  9.9250                                  
  12,   1,   4,  17.074    ,  8.8356                                  
  12,   1,   5,  13.677    ,  6.6727                                  
  12,   1,   6,  19.414    ,  10.656                                  
  12,   1,   7,  16.219    ,  8.1706                                  
  12,   1,   8,  21.273    ,  12.102                                  
  12,   1,   9,  20.306    ,  11.349                                  
  12,   1,  10,  16.754    ,  8.5863                                  
  12,   1,  11,  19.712    ,  10.887                                  
  12,   1,  12,  14.024    ,  6.8709                                  
  12,   1,  13,  20.812    ,  11.743                                  
  12,   1,  14,  20.025    ,  11.130                                  
  12,   1,  15,  20.165    ,  11.240                                  
  12,   1,  16,  18.396    ,  9.8638                                  
  12,   1,  17,  19.052    ,  10.373                                  
  12,   1,  18,  20.680    ,  11.640                                  
  12,   1,  19,  13.789    ,  6.7364                                  
  12,   1,  20,  20.393    ,  11.417                                  
  12,   1,  21,  19.108    ,  10.417                                  
  12,   1,  22,  13.658    ,  6.6618                                  
  12,   1,  23,  20.362    ,  11.393                                  
  12,   1,  24,  20.320    ,  11.360                                  
