Varies per block?       ,    1,Unit    ,k$     ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    2                                        
Stag,Seq.,Blck,T1          ,T2                                        
   4,   1,  17,  4.7310    ,  3.9195                                  
   4,   1,  18,  4.8869    ,  4.1014                                  
   4,   1,  19,  4.4151    ,  3.5510                                  
   4,   1,  20,  4.8768    ,  4.0896                                  
   4,   1,  21,  4.9632    ,  4.1904                                  
   4,   1,  22,  4.5724    ,  3.7344                                  
   4,   1,  23,  3.2825    ,  2.4022                                  
   4,   1,  24,  4.8734    ,  4.0857                                  
   5,   1,   1,  5.0868    ,  4.2813                                  
   5,   1,   2,  3.6689    ,  2.7197                                  
   5,   1,   3,  4.5818    ,  3.6921                                  
   5,   1,   4,  4.2344    ,  3.2869                                  
   5,   1,   5,  3.3920    ,  2.4823                                  
   5,   1,   6,  4.8148    ,  3.9639                                  
   5,   1,   7,  4.0224    ,  3.0395                                  
   5,   1,   8,  5.2758    ,  4.5018                                  
   5,   1,   9,  5.0359    ,  4.2219                                  
   5,   1,  10,  4.1549    ,  3.1941                                  
   5,   1,  11,  4.8887    ,  4.0501                                  
   5,   1,  12,  3.4780    ,  2.5560                                  
   5,   1,  13,  5.1614    ,  4.3683                                  
   5,   1,  14,  4.9661    ,  4.1405                                  
   5,   1,  15,  5.0010    ,  4.1812                                  
   5,   1,  16,  4.5623    ,  3.6693                                  
   5,   1,  17,  4.7248    ,  3.8589                                  
   5,   1,  18,  5.1286    ,  4.3301                                  
   5,   1,  19,  3.4196    ,  2.5059                                  
   5,   1,  20,  5.0575    ,  4.2471                                  
   5,   1,  21,  4.7387    ,  3.8752                                  
   5,   1,  22,  3.3872    ,  2.4782                                  
   5,   1,  23,  5.0498    ,  4.2381                                  
   5,   1,  24,  5.0394    ,  4.2259                                  
   6,   1,   1,  3.2780    ,  2.3983                                  
   6,   1,   2,  5.1056    ,  4.3566                                  
   6,   1,   3,  4.5859    ,  3.7502                                  
   6,   1,   4,  4.0978    ,  3.1808                                  
   6,   1,   5,  4.8397    ,  4.0463                                  
   6,   1,   6,  3.5506    ,  2.6319                                  
   6,   1,   7,  4.4340    ,  3.5730                                  
   6,   1,   8,  4.9949    ,  4.2274                                  
   6,   1,   9,  3.8926    ,  2.9414                                  
   6,   1,  10,  4.9227    ,  4.1431                                  
   6,   1,  11,  4.6595    ,  3.8360                                  
   6,   1,  12,  3.3658    ,  2.4735                                  
   6,   1,  13,  4.0209    ,  3.0910                                  
   6,   1,  14,  3.3093    ,  2.4251                                  
   6,   1,  15,  4.8944    ,  4.1101                                  
   6,   1,  16,  4.8059    ,  4.0069                                  
   6,   1,  17,  4.7310    ,  3.9195                                  
   6,   1,  18,  4.8869    ,  4.1014                                  
   6,   1,  19,  4.4151    ,  3.5510                                  
   6,   1,  20,  4.8768    ,  4.0896                                  
   6,   1,  21,  4.9632    ,  4.1904                                  
   6,   1,  22,  4.5724    ,  3.7344                                  
   6,   1,  23,  3.2825    ,  2.4022                                  
   6,   1,  24,  4.8734    ,  4.0857                                  
   7,   1,   1,  5.0868    ,  4.2813                                  
   7,   1,   2,  3.6689    ,  2.7197                                  
   7,   1,   3,  4.5818    ,  3.6921                                  
   7,   1,   4,  4.2344    ,  3.2869                                  
   7,   1,   5,  3.3920    ,  2.4823                                  
   7,   1,   6,  4.8148    ,  3.9639                                  
   7,   1,   7,  4.0224    ,  3.0395                                  
   7,   1,   8,  5.2758    ,  4.5018                                  
   7,   1,   9,  5.0359    ,  4.2219                                  
   7,   1,  10,  4.1549    ,  3.1941                                  
   7,   1,  11,  4.8887    ,  4.0501                                  
   7,   1,  12,  3.4780    ,  2.5560                                  
   7,   1,  13,  5.1614    ,  4.3683                                  
   7,   1,  14,  4.9661    ,  4.1405                                  
   7,   1,  15,  5.0010    ,  4.1812                                  
   7,   1,  16,  4.5623    ,  3.6693                                  
   7,   1,  17,  4.7248    ,  3.8589                                  
   7,   1,  18,  5.1286    ,  4.3301                                  
   7,   1,  19,  3.4196    ,  2.5059                                  
   7,   1,  20,  5.0575    ,  4.2471                                  
   7,   1,  21,  4.7387    ,  3.8752                                  
   7,   1,  22,  3.3872    ,  2.4782                                  
   7,   1,  23,  5.0498    ,  4.2381                                  
   7,   1,  24,  5.0394    ,  4.2259                                  
   8,   1,   1,  5.0868    ,  4.2813                                  
   8,   1,   2,  3.6689    ,  2.7197                                  
   8,   1,   3,  4.5818    ,  3.6921                                  
   8,   1,   4,  4.2344    ,  3.2869                                  
   8,   1,   5,  3.3920    ,  2.4823                                  
   8,   1,   6,  4.8148    ,  3.9639                                  
   8,   1,   7,  4.0224    ,  3.0395                                  
   8,   1,   8,  5.2758    ,  4.5018                                  
   8,   1,   9,  5.0359    ,  4.2219                                  
   8,   1,  10,  4.1549    ,  3.1941                                  
   8,   1,  11,  4.8887    ,  4.0501                                  
   8,   1,  12,  3.4780    ,  2.5560                                  
   8,   1,  13,  5.1614    ,  4.3683                                  
   8,   1,  14,  4.9661    ,  4.1405                                  
   8,   1,  15,  5.0010    ,  4.1812                                  
   8,   1,  16,  4.5623    ,  3.6693                                  
   8,   1,  17,  4.7248    ,  3.8589                                  
   8,   1,  18,  5.1286    ,  4.3301                                  
   8,   1,  19,  3.4196    ,  2.5059                                  
   8,   1,  20,  5.0575    ,  4.2471                                  
   8,   1,  21,  4.7387    ,  3.8752                                  
   8,   1,  22,  3.3872    ,  2.4782                                  
   8,   1,  23,  5.0498    ,  4.2381                                  
   8,   1,  24,  5.0394    ,  4.2259                                  
   9,   1,   1,  3.2780    ,  2.3983                                  
   9,   1,   2,  5.1056    ,  4.3566                                  
   9,   1,   3,  4.5859    ,  3.7502                                  
   9,   1,   4,  4.0978    ,  3.1808                                  
   9,   1,   5,  4.8397    ,  4.0463                                  
   9,   1,   6,  3.5506    ,  2.6319                                  
   9,   1,   7,  4.4340    ,  3.5730                                  
   9,   1,   8,  4.9949    ,  4.2274                                  
   9,   1,   9,  3.8926    ,  2.9414                                  
   9,   1,  10,  4.9227    ,  4.1431                                  
   9,   1,  11,  4.6595    ,  3.8360                                  
   9,   1,  12,  3.3658    ,  2.4735                                  
   9,   1,  13,  4.0209    ,  3.0910                                  
   9,   1,  14,  3.3093    ,  2.4251                                  
   9,   1,  15,  4.8944    ,  4.1101                                  
   9,   1,  16,  4.8059    ,  4.0069                                  
   9,   1,  17,  4.7310    ,  3.9195                                  
   9,   1,  18,  4.8869    ,  4.1014                                  
   9,   1,  19,  4.4151    ,  3.5510                                  
   9,   1,  20,  4.8768    ,  4.0896                                  
   9,   1,  21,  4.9632    ,  4.1904                                  
   9,   1,  22,  4.5724    ,  3.7344                                  
   9,   1,  23,  3.2825    ,  2.4022                                  
   9,   1,  24,  4.8734    ,  4.0857                                  
  10,   1,   1,  5.0868    ,  4.2813                                  
  10,   1,   2,  3.6689    ,  2.7197                                  
  10,   1,   3,  4.5818    ,  3.6921                                  
  10,   1,   4,  4.2344    ,  3.2869                                  
  10,   1,   5,  3.3920    ,  2.4823                                  
  10,   1,   6,  4.8148    ,  3.9639                                  
  10,   1,   7,  4.0224    ,  3.0395                                  
  10,   1,   8,  5.2758    ,  4.5018                                  
  10,   1,   9,  5.0359    ,  4.2219                                  
  10,   1,  10,  4.1549    ,  3.1941                                  
  10,   1,  11,  4.8887    ,  4.0501                                  
  10,   1,  12,  3.4780    ,  2.5560                                  
  10,   1,  13,  5.1614    ,  4.3683                                  
  10,   1,  14,  4.9661    ,  4.1405                                  
  10,   1,  15,  5.0010    ,  4.1812                                  
  10,   1,  16,  4.5623    ,  3.6693                                  
  10,   1,  17,  4.7248    ,  3.8589                                  
  10,   1,  18,  5.1286    ,  4.3301                                  
  10,   1,  19,  3.4196    ,  2.5059                                  
  10,   1,  20,  5.0575    ,  4.2471                                  
  10,   1,  21,  4.7387    ,  3.8752                                  
  10,   1,  22,  3.3872    ,  2.4782                                  
  10,   1,  23,  5.0498    ,  4.2381                                  
  10,   1,  24,  5.0394    ,  4.2259                                  
  11,   1,   1,  3.2780    ,  2.3983                                  
  11,   1,   2,  5.1056    ,  4.3566                                  
  11,   1,   3,  4.5859    ,  3.7502                                  
  11,   1,   4,  4.0978    ,  3.1808                                  
  11,   1,   5,  4.8397    ,  4.0463                                  
  11,   1,   6,  3.5506    ,  2.6319                                  
  11,   1,   7,  4.4340    ,  3.5730                                  
  11,   1,   8,  4.9949    ,  4.2274                                  
  11,   1,   9,  3.8926    ,  2.9414                                  
  11,   1,  10,  4.9227    ,  4.1431                                  
  11,   1,  11,  4.6595    ,  3.8360                                  
  11,   1,  12,  3.3658    ,  2.4735                                  
  11,   1,  13,  4.0209    ,  3.0910                                  
  11,   1,  14,  3.3093    ,  2.4251                                  
  11,   1,  15,  4.8944    ,  4.1101                                  
  11,   1,  16,  4.8059    ,  4.0069                                  
  11,   1,  17,  4.7310    ,  3.9195                                  
  11,   1,  18,  4.8869    ,  4.1014                                  
  11,   1,  19,  4.4151    ,  3.5510                                  
  11,   1,  20,  4.8768    ,  4.0896                                  
  11,   1,  21,  4.9632    ,  4.1904                                  
  11,   1,  22,  4.5724    ,  3.7344                                  
  11,   1,  23,  3.2825    ,  2.4022                                  
  11,   1,  24,  4.8734    ,  4.0857                                  
  12,   1,   1,  5.0868    ,  4.2813                                  
  12,   1,   2,  3.6689    ,  2.7197                                  
  12,   1,   3,  4.5818    ,  3.6921                                  
  12,   1,   4,  4.2344    ,  3.2869                                  
  12,   1,   5,  3.3920    ,  2.4823                                  
  12,   1,   6,  4.8148    ,  3.9639                                  
  12,   1,   7,  4.0224    ,  3.0395                                  
  12,   1,   8,  5.2758    ,  4.5018                                  
  12,   1,   9,  5.0359    ,  4.2219                                  
  12,   1,  10,  4.1549    ,  3.1941                                  
  12,   1,  11,  4.8887    ,  4.0501                                  
  12,   1,  12,  3.4780    ,  2.5560                                  
  12,   1,  13,  5.1614    ,  4.3683                                  
  12,   1,  14,  4.9661    ,  4.1405                                  
  12,   1,  15,  5.0010    ,  4.1812                                  
  12,   1,  16,  4.5623    ,  3.6693                                  
  12,   1,  17,  4.7248    ,  3.8589                                  
  12,   1,  18,  5.1286    ,  4.3301                                  
  12,   1,  19,  3.4196    ,  2.5059                                  
  12,   1,  20,  5.0575    ,  4.2471                                  
  12,   1,  21,  4.7387    ,  3.8752                                  
  12,   1,  22,  3.3872    ,  2.4782                                  
  12,   1,  23,  5.0498    ,  4.2381                                  
  12,   1,  24,  5.0394    ,  4.2259                                  
