Varies per block?       ,    2,Unit    ,m3/s   ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    2                                        
Stag,Seq.,Blck,H1          ,H2                                        
   7,   1,   3,  0.0000    ,  17.000                                  
   7,   1,   4,  0.0000    ,  4.5500                                  
   7,   1,   5,  0.0000    ,  0.0000                                  
   7,   1,   6,  0.0000    ,  25.350                                  
   7,   1,   7,  0.0000    ,  0.0000                                  
   7,   1,   8,  41.875    ,  0.0000                                  
   7,   1,   9,  0.0000    ,  33.275                                  
   7,   1,  10,  0.0000    ,  1.7000                                  
   7,   1,  11,  0.0000    ,  28.000                                  
   7,   1,  12,  21.741    ,  0.0000                                  
   7,   1,  13,  0.0000    ,  37.775                                  
   7,   1,  14,  6.2836    ,  24.491                                  
   7,   1,  15,  32.025    ,  0.0000                                  
   7,   1,  16,  16.300    ,  0.0000                                  
   7,   1,  17,  22.125    ,  0.0000                                  
   7,   1,  18,  36.600    ,  0.0000                                  
   7,   1,  19,  0.0000    ,  0.0000                                  
   7,   1,  20,  34.050    ,  0.0000                                  
   7,   1,  21,  22.625    ,  0.0000                                  
   7,   1,  22,  0.0000    ,  0.0000                                  
   7,   1,  23,  33.775    ,  0.0000                                  
   7,   1,  24,  33.400    ,  0.0000                                  
   8,   1,   1,  0.0000    ,  35.100                                  
   8,   1,   2,  0.0000    ,  0.0000                                  
   8,   1,   3,  0.0000    ,  17.000                                  
   8,   1,   4,  4.5500    ,  0.0000                                  
   8,   1,   5,  0.0000    ,  0.0000                                  
   8,   1,   6,  0.0000    ,  25.350                                  
   8,   1,   7,  0.0000    ,  0.0000                                  
   8,   1,   8,  41.875    ,  0.0000                                  
   8,   1,   9,  0.0000    ,  33.275                                  
   8,   1,  10,  0.0000    ,  1.7000                                  
   8,   1,  11,  0.0000    ,  28.000                                  
   8,   1,  12,  0.0000    ,  0.0000                                  
   8,   1,  13,  0.0000    ,  37.775                                  
   8,   1,  14,  30.775    ,  0.0000                                  
   8,   1,  15,  32.025    ,  0.0000                                  
   8,   1,  16,  16.300    ,  0.0000                                  
   8,   1,  17,  22.125    ,  0.0000                                  
   8,   1,  18,  36.600    ,  0.0000                                  
   8,   1,  19,  0.0000    ,  0.0000                                  
   8,   1,  20,  34.050    ,  0.0000                                  
   8,   1,  21,  22.625    ,  0.0000                                  
   8,   1,  22,  0.0000    ,  0.0000                                  
   8,   1,  23,  15.875    ,  17.900                                  
   8,   1,  24,  0.0000    ,  33.400                                  
   9,   1,   1, 0.24960    ,  0.0000                                  
   9,   1,   2,  0.0000    ,  41.875                                  
   9,   1,   3,  0.0000    ,  22.625                                  
   9,   1,   4,  0.0000    ,  4.5500                                  
   9,   1,   5,  32.025    ,  0.0000                                  
   9,   1,   6,  0.0000    ,  0.0000                                  
   9,   1,   7,  17.000    ,  0.0000                                  
   9,   1,   8,  0.0000    ,  37.775                                  
   9,   1,   9,  0.0000    ,  0.0000                                  
   9,   1,  10,  0.0000    ,  35.100                                  
   9,   1,  11,  0.0000    ,  25.350                                  
   9,   1,  12,  0.0000    ,  0.0000                                  
   9,   1,  13,  0.0000    ,  1.7000                                  
   9,   1,  14,  0.0000    ,  0.0000                                  
   9,   1,  15,  0.0000    ,  34.050                                  
   9,   1,  16,  18.450    ,  12.325                                  
   9,   1,  17,  28.000    ,  0.0000                                  
   9,   1,  18,  33.775    ,  0.0000                                  
   9,   1,  19,  16.300    ,  0.0000                                  
   9,   1,  20,  33.400    ,  0.0000                                  
   9,   1,  21,  36.600    ,  0.0000                                  
   9,   1,  22,  22.125    ,  0.0000                                  
   9,   1,  23,  0.0000    ,  0.0000                                  
   9,   1,  24,  33.275    ,  0.0000                                  
  10,   1,   1,  0.0000    ,  35.100                                  
  10,   1,   2,  0.0000    ,  0.0000                                  
  10,   1,   3,  17.000    ,  0.0000                                  
  10,   1,   4,  4.5500    ,  0.0000                                  
  10,   1,   5,  0.0000    ,  0.0000                                  
  10,   1,   6,  25.350    ,  0.0000                                  
  10,   1,   7,  0.0000    ,  0.0000                                  
  10,   1,   8,  41.875    ,  0.0000                                  
  10,   1,   9,  33.275    ,  0.0000                                  
  10,   1,  10,  1.7000    ,  0.0000                                  
  10,   1,  11,  28.000    ,  0.0000                                  
  10,   1,  12,  0.0000    ,  0.0000                                  
  10,   1,  13,  37.775    ,  0.0000                                  
  10,   1,  14,  30.775    ,  0.0000                                  
  10,   1,  15,  32.025    ,  0.0000                                  
  10,   1,  16,  16.300    ,  0.0000                                  
  10,   1,  17,  22.125    ,  0.0000                                  
  10,   1,  18,  36.600    ,  0.0000                                  
  10,   1,  19,  0.0000    ,  0.0000                                  
  10,   1,  20,  34.050    ,  0.0000                                  
  10,   1,  21,  22.625    ,  0.0000                                  
  10,   1,  22,  0.0000    ,  0.0000                                  
  10,   1,  23,  33.775    ,  0.0000                                  
  10,   1,  24,  31.000    ,  2.4000                                  
  11,   1,   1,  0.0000    ,  0.0000                                  
  11,   1,   2,  41.875    ,  0.0000                                  
  11,   1,   3,  0.0000    ,  22.625                                  
  11,   1,   4,  4.5500    ,  0.0000                                  
  11,   1,   5,  0.0000    ,  32.025                                  
  11,   1,   6,  0.0000    ,  0.0000                                  
  11,   1,   7,  0.0000    ,  17.000                                  
  11,   1,   8,  37.775    ,  0.0000                                  
  11,   1,   9,  0.0000    ,  0.0000                                  
  11,   1,  10,  35.100    ,  0.0000                                  
  11,   1,  11,  25.350    ,  0.0000                                  
  11,   1,  12,  0.0000    ,  0.0000                                  
  11,   1,  13,  1.7000    ,  0.0000                                  
  11,   1,  14,  0.0000    ,  0.0000                                  
  11,   1,  15,  34.050    ,  0.0000                                  
  11,   1,  16,  0.0000    ,  30.775                                  
  11,   1,  17,  0.0000    ,  28.000                                  
  11,   1,  18,  0.0000    ,  33.775                                  
  11,   1,  19,  0.0000    ,  16.300                                  
  11,   1,  20,  0.0000    ,  33.400                                  
  11,   1,  21,  4.2000    ,  32.400                                  
  11,   1,  22,  22.125    ,  0.0000                                  
  11,   1,  23,  0.0000    ,  0.0000                                  
  11,   1,  24,  33.275    ,  0.0000                                  
  12,   1,   1,  50.000    ,  0.0000                                  
  12,   1,   2,  50.000    ,  0.0000                                  
  12,   1,   3,  0.0000    ,  17.000                                  
  12,   1,   4,  0.0000    ,  4.5500                                  
  12,   1,   5,  0.0000    ,  0.0000                                  
  12,   1,   6,  0.0000    ,  25.350                                  
  12,   1,   7,  0.0000    ,  0.0000                                  
  12,   1,   8,  41.875    ,  0.0000                                  
  12,   1,   9,  0.0000    ,  33.275                                  
  12,   1,  10,  0.0000    ,  1.7000                                  
  12,   1,  11,  0.0000    ,  28.000                                  
  12,   1,  12,  39.142    ,  0.0000                                  
  12,   1,  13,  37.775    ,  0.0000                                  
  12,   1,  14,  30.775    ,  0.0000                                  
  12,   1,  15,  32.025    ,  0.0000                                  
  12,   1,  16,  0.0000    ,  16.300                                  
  12,   1,  17,  22.125    ,  0.0000                                  
  12,   1,  18,  36.600    ,  0.0000                                  
  12,   1,  19,  0.0000    ,  0.0000                                  
  12,   1,  20,  0.0000    ,  34.050                                  
  12,   1,  21,  0.0000    ,  22.625                                  
  12,   1,  22,  0.0000    ,  0.0000                                  
  12,   1,  23,  27.083    ,  6.6922                                  
  12,   1,  24,  33.400    ,  0.0000                                  
