$unit mw
!Year,Month,Hour,L1
2016,1,212,33.375
2016,1,213,31.155
2016,1,214,28.26
2016,1,215,25.91
2016,1,216,24.39
2016,1,217,20.35
2016,1,218,20.32
2016,1,219,20.525
2016,1,220,20.895
2016,1,221,22.105
2016,1,222,25.34
2016,1,223,28.4
2016,1,224,30.07
2016,1,225,31.405
2016,1,226,31.755
2016,1,227,32.32
2016,1,228,31.655
2016,1,229,32.02
2016,1,230,31.68
2016,1,231,31.81
2016,1,232,30.6
2016,1,233,29.425
2016,1,234,29.525
2016,1,235,32.555
2016,1,236,33.375
2016,1,237,31.155
2016,1,238,28.26
2016,1,239,25.91
2016,1,240,24.39
2016,1,241,20.35
2016,1,242,20.32
2016,1,243,20.525
2016,1,244,20.895
2016,1,245,22.105
2016,1,246,25.34
2016,1,247,28.4
2016,1,248,30.07
2016,1,249,31.405
2016,1,250,31.755
2016,1,251,32.32
2016,1,252,31.655
2016,1,253,32.02
2016,1,254,31.68
2016,1,255,31.81
2016,1,256,30.6
2016,1,257,29.425
2016,1,258,29.525
2016,1,259,32.555
2016,1,260,33.375
2016,1,261,31.155
2016,1,262,28.26
2016,1,263,25.91
2016,1,264,24.39
2016,1,265,20.35
2016,1,266,20.32
2016,1,267,20.525
2016,1,268,20.895
2016,1,269,22.105
2016,1,270,25.34
2016,1,271,28.4
2016,1,272,30.07
2016,1,273,31.405
2016,1,274,31.755
2016,1,275,32.32
2016,1,276,31.655
2016,1,277,32.02
2016,1,278,31.68
2016,1,279,31.81
2016,1,280,30.6
2016,1,281,29.425
2016,1,282,29.525
2016,1,283,32.555
2016,1,284,33.375
2016,1,285,31.155
2016,1,286,28.26
2016,1,287,25.91
2016,1,288,24.39
2016,1,289,20.35
2016,1,290,20.32
2016,1,291,20.525
2016,1,292,20.895
2016,1,293,22.105
2016,1,294,25.34
2016,1,295,28.4
2016,1,296,30.07
2016,1,297,31.405
2016,1,298,31.755
2016,1,299,32.32
2016,1,300,31.655
2016,1,301,32.02
2016,1,302,31.68
2016,1,303,31.81
2016,1,304,30.6
2016,1,305,29.425
2016,1,306,29.525
2016,1,307,32.555
2016,1,308,33.375
2016,1,309,31.155
2016,1,310,28.26
2016,1,311,25.91
2016,1,312,24.39
2016,1,313,20.35
2016,1,314,20.32
2016,1,315,20.525
2016,1,316,20.895
2016,1,317,22.105
2016,1,318,25.34
2016,1,319,28.4
2016,1,320,30.07
2016,1,321,31.405
2016,1,322,31.755
2016,1,323,32.32
2016,1,324,31.655
2016,1,325,32.02
2016,1,326,31.68
2016,1,327,31.81
2016,1,328,30.6
2016,1,329,29.425
2016,1,330,29.525
2016,1,331,32.555
2016,1,332,33.375
2016,1,333,31.155
2016,1,334,28.26
2016,1,335,25.91
2016,1,336,24.39
2016,1,337,20.35
2016,1,338,20.32
2016,1,339,20.525
2016,1,340,20.895
2016,1,341,22.105
2016,1,342,25.34
2016,1,343,28.4
2016,1,344,30.07
2016,1,345,31.405
2016,1,346,31.755
2016,1,347,32.32
2016,1,348,31.655
2016,1,349,32.02
2016,1,350,31.68
2016,1,351,31.81
2016,1,352,30.6
2016,1,353,29.425
2016,1,354,29.525
2016,1,355,32.555
2016,1,356,33.375
2016,1,357,31.155
2016,1,358,28.26
2016,1,359,25.91
2016,1,360,24.39
2016,1,361,20.35
2016,1,362,20.32
2016,1,363,20.525
2016,1,364,20.895
2016,1,365,22.105
2016,1,366,25.34
2016,1,367,28.4
2016,1,368,30.07
2016,1,369,31.405
2016,1,370,31.755
2016,1,371,32.32
2016,1,372,31.655
2016,1,373,32.02
2016,1,374,31.68
2016,1,375,31.81
2016,1,376,30.6
2016,1,377,29.425
2016,1,378,29.525
2016,1,379,32.555
2016,1,380,33.375
2016,1,381,31.155
2016,1,382,28.26
2016,1,383,25.91
2016,1,384,24.39
2016,1,385,20.35
2016,1,386,20.32
2016,1,387,20.525
2016,1,388,20.895
2016,1,389,22.105
2016,1,390,25.34
2016,1,391,28.4
2016,1,392,30.07
2016,1,393,31.405
2016,1,394,31.755
2016,1,395,32.32
2016,1,396,31.655
2016,1,397,32.02
2016,1,398,31.68
2016,1,399,31.81
2016,1,400,30.6
2016,1,401,29.425
2016,1,402,29.525
2016,1,403,32.555
2016,1,404,33.375
2016,1,405,31.155
2016,1,406,28.26
2016,1,407,25.91
2016,1,408,24.39
2016,1,409,20.35
2016,1,410,20.32
2016,1,411,20.525
2016,1,412,20.895
2016,1,413,22.105
2016,1,414,25.34
2016,1,415,28.4
2016,1,416,30.07
2016,1,417,31.405
2016,1,418,31.755
2016,1,419,32.32
2016,1,420,31.655
2016,1,421,32.02
2016,1,422,31.68
2016,1,423,31.81
2016,1,424,30.6
2016,1,425,29.425
2016,1,426,29.525
2016,1,427,32.555
2016,1,428,33.375
2016,1,429,31.155
2016,1,430,28.26
2016,1,431,25.91
2016,1,432,24.39
2016,1,433,20.35
2016,1,434,20.32
2016,1,435,20.525
2016,1,436,20.895
2016,1,437,22.105
2016,1,438,25.34
2016,1,439,28.4
2016,1,440,30.07
2016,1,441,31.405
2016,1,442,31.755
2016,1,443,32.32
2016,1,444,31.655
2016,1,445,32.02
2016,1,446,31.68
2016,1,447,31.81
2016,1,448,30.6
2016,1,449,29.425
2016,1,450,29.525
2016,1,451,32.555
2016,1,452,33.375
2016,1,453,31.155
2016,1,454,28.26
2016,1,455,25.91
2016,1,456,24.39
2016,1,457,20.35
2016,1,458,20.32
2016,1,459,20.525
2016,1,460,20.895
2016,1,461,22.105
2016,1,462,25.34
2016,1,463,28.4
2016,1,464,30.07
2016,1,465,31.405
2016,1,466,31.755
2016,1,467,32.32
2016,1,468,31.655
2016,1,469,32.02
2016,1,470,31.68
2016,1,471,31.81
2016,1,472,30.6
2016,1,473,29.425
2016,1,474,29.525
2016,1,475,32.555
2016,1,476,33.375
2016,1,477,31.155
2016,1,478,28.26
2016,1,479,25.91
2016,1,480,24.39
2016,1,481,20.35
2016,1,482,20.32
2016,1,483,20.525
2016,1,484,20.895
2016,1,485,22.105
2016,1,486,25.34
2016,1,487,28.4
2016,1,488,30.07
2016,1,489,31.405
2016,1,490,31.755
2016,1,491,32.32
2016,1,492,31.655
2016,1,493,32.02
2016,1,494,31.68
2016,1,495,31.81
2016,1,496,30.6
2016,1,497,29.425
2016,1,498,29.525
2016,1,499,32.555
2016,1,500,33.375
2016,1,501,31.155
2016,1,502,28.26
2016,1,503,25.91
2016,1,504,24.39
2016,1,505,20.35
2016,1,506,20.32
2016,1,507,20.525
2016,1,508,20.895
2016,1,509,22.105
2016,1,510,25.34
2016,1,511,28.4
2016,1,512,30.07
2016,1,513,31.405
2016,1,514,31.755
2016,1,515,32.32
2016,1,516,31.655
2016,1,517,32.02
2016,1,518,31.68
2016,1,519,31.81
2016,1,520,30.6
2016,1,521,29.425
2016,1,522,29.525
2016,1,523,32.555
2016,1,524,33.375
2016,1,525,31.155
2016,1,526,28.26
2016,1,527,25.91
2016,1,528,24.39
2016,1,529,20.35
2016,1,530,20.32
2016,1,531,20.525
2016,1,532,20.895
2016,1,533,22.105
2016,1,534,25.34
2016,1,535,28.4
2016,1,536,30.07
2016,1,537,31.405
2016,1,538,31.755
2016,1,539,32.32
2016,1,540,31.655
2016,1,541,32.02
2016,1,542,31.68
2016,1,543,31.81
2016,1,544,30.6
2016,1,545,29.425
2016,1,546,29.525
2016,1,547,32.555
2016,1,548,33.375
2016,1,549,31.155
2016,1,550,28.26
2016,1,551,25.91
2016,1,552,24.39
2016,1,553,20.35
2016,1,554,20.32
2016,1,555,20.525
2016,1,556,20.895
2016,1,557,22.105
2016,1,558,25.34
2016,1,559,28.4
2016,1,560,30.07
2016,1,561,31.405
2016,1,562,31.755
2016,1,563,32.32
2016,1,564,31.655
2016,1,565,32.02
2016,1,566,31.68
2016,1,567,31.81
2016,1,568,30.6
2016,1,569,29.425
2016,1,570,29.525
2016,1,571,32.555
2016,1,572,33.375
2016,1,573,31.155
2016,1,574,28.26
2016,1,575,25.91
2016,1,576,24.39
2016,1,577,20.35
2016,1,578,20.32
2016,1,579,20.525
2016,1,580,20.895
2016,1,581,22.105
2016,1,582,25.34
2016,1,583,28.4
2016,1,584,30.07
2016,1,585,31.405
2016,1,586,31.755
2016,1,587,32.32
2016,1,588,31.655
2016,1,589,32.02
2016,1,590,31.68
2016,1,591,31.81
2016,1,592,30.6
2016,1,593,29.425
2016,1,594,29.525
2016,1,595,32.555
2016,1,596,33.375
2016,1,597,31.155
2016,1,598,28.26
2016,1,599,25.91
2016,1,600,24.39
2016,1,601,20.35
2016,1,602,20.32
2016,1,603,20.525
2016,1,604,20.895
2016,1,605,22.105
2016,1,606,25.34
2016,1,607,28.4
2016,1,608,30.07
2016,1,609,31.405
2016,1,610,31.755
2016,1,611,32.32
2016,1,612,31.655
2016,1,613,32.02
2016,1,614,31.68
2016,1,615,31.81
2016,1,616,30.6
2016,1,617,29.425
2016,1,618,29.525
2016,1,619,32.555
2016,1,620,33.375
2016,1,621,31.155
2016,1,622,28.26
2016,1,623,25.91
2016,1,624,24.39
2016,1,625,20.35
2016,1,626,20.32
2016,1,627,20.525
2016,1,628,20.895
2016,1,629,22.105
2016,1,630,25.34
2016,1,631,28.4
2016,1,632,30.07
2016,1,633,31.405
2016,1,634,31.755
2016,1,635,32.32
2016,1,636,31.655
2016,1,637,32.02
2016,1,638,31.68
2016,1,639,31.81
2016,1,640,30.6
2016,1,641,29.425
2016,1,642,29.525
2016,1,643,32.555
2016,1,644,33.375
2016,1,645,31.155
2016,1,646,28.26
2016,1,647,25.91
2016,1,648,24.39
2016,1,649,20.35
2016,1,650,20.32
2016,1,651,20.525
2016,1,652,20.895
2016,1,653,22.105
2016,1,654,25.34
2016,1,655,28.4
2016,1,656,30.07
2016,1,657,31.405
2016,1,658,31.755
2016,1,659,32.32
2016,1,660,31.655
2016,1,661,32.02
2016,1,662,31.68
2016,1,663,31.81
2016,1,664,30.6
2016,1,665,29.425
2016,1,666,29.525
2016,1,667,32.555
2016,1,668,33.375
2016,1,669,31.155
2016,1,670,28.26
2016,1,671,25.91
2016,1,672,24.39
2016,1,673,20.35
2016,1,674,20.32
2016,1,675,20.525
2016,1,676,20.895
2016,1,677,22.105
2016,1,678,25.34
2016,1,679,28.4
2016,1,680,30.07
2016,1,681,31.405
2016,1,682,31.755
2016,1,683,32.32
2016,1,684,31.655
2016,1,685,32.02
2016,1,686,31.68
2016,1,687,31.81
2016,1,688,30.6
2016,1,689,29.425
2016,1,690,29.525
2016,1,691,32.555
2016,1,692,33.375
2016,1,693,31.155
2016,1,694,28.26
2016,1,695,25.91
2016,1,696,24.39
2016,1,697,20.35
2016,1,698,20.32
2016,1,699,20.525
2016,1,700,20.895
2016,1,701,22.105
2016,1,702,25.34
2016,1,703,28.4
2016,1,704,30.07
2016,1,705,31.405
2016,1,706,31.755
2016,1,707,32.32
2016,1,708,31.655
2016,1,709,32.02
2016,1,710,31.68
2016,1,711,31.81
2016,1,712,30.6
2016,1,713,29.425
2016,1,714,29.525
2016,1,715,32.555
2016,1,716,33.375
2016,1,717,31.155
2016,1,718,28.26
2016,1,719,25.91
2016,1,720,24.39
2016,1,721,20.35
2016,1,722,20.32
2016,1,723,20.525
2016,1,724,20.895
2016,1,725,22.105
2016,1,726,25.34
2016,1,727,28.4
2016,1,728,30.07
2016,1,729,31.405
2016,1,730,31.755
2016,1,731,32.32
2016,1,732,31.655
2016,1,733,32.02
2016,1,734,31.68
2016,1,735,31.81
2016,1,736,30.6
2016,1,737,29.425
2016,1,738,29.525
2016,1,739,32.555
2016,1,740,33.375
2016,1,741,31.155
2016,1,742,28.26
2016,1,743,25.91
2016,1,744,24.39
2016,2,1,20.35
2016,2,2,20.32
2016,2,3,20.525
2016,2,4,20.895
2016,2,5,22.105
2016,2,6,25.34
2016,2,7,28.4
2016,2,8,30.07
2016,2,9,31.405
2016,2,10,31.755
2016,2,11,32.32
2016,2,12,31.655
2016,2,13,32.02
2016,2,14,31.68
2016,2,15,31.81
2016,2,16,30.6
2016,2,17,29.425
2016,2,18,29.525
2016,2,19,32.555
2016,2,20,33.375
2016,2,21,31.155
2016,2,22,28.26
2016,2,23,25.91
2016,2,24,24.39
2016,2,25,20.35
2016,2,26,20.32
2016,2,27,20.525
2016,2,28,20.895
2016,2,29,22.105
2016,2,30,25.34
2016,2,31,28.4
2016,2,32,30.07
2016,2,33,31.405
2016,2,34,31.755
2016,2,35,32.32
2016,2,36,31.655
2016,2,37,32.02
2016,2,38,31.68
2016,2,39,31.81
2016,2,40,30.6
2016,2,41,29.425
2016,2,42,29.525
2016,2,43,32.555
2016,2,44,33.375
2016,2,45,31.155
2016,2,46,28.26
2016,2,47,25.91
2016,2,48,24.39
2016,2,49,20.35
2016,2,50,20.32
2016,2,51,20.525
2016,2,52,20.895
2016,2,53,22.105
2016,2,54,25.34
2016,2,55,28.4
2016,2,56,30.07
2016,2,57,31.405
2016,2,58,31.755
2016,2,59,32.32
2016,2,60,31.655
2016,2,61,32.02
2016,2,62,31.68
2016,2,63,31.81
2016,2,64,30.6
2016,2,65,29.425
2016,2,66,29.525
2016,2,67,32.555
2016,2,68,33.375
2016,2,69,31.155
2016,2,70,28.26
2016,2,71,25.91
2016,2,72,24.39
2016,2,73,20.35
2016,2,74,20.32
2016,2,75,20.525
2016,2,76,20.895
2016,2,77,22.105
2016,2,78,25.34
2016,2,79,28.4
2016,2,80,30.07
2016,2,81,31.405
2016,2,82,31.755
2016,2,83,32.32
2016,2,84,31.655
2016,2,85,32.02
2016,2,86,31.68
2016,2,87,31.81
2016,2,88,30.6
2016,2,89,29.425
2016,2,90,29.525
2016,2,91,32.555
2016,2,92,33.375
2016,2,93,31.155
2016,2,94,28.26
2016,2,95,25.91
2016,2,96,24.39
2016,2,97,20.35
2016,2,98,20.32
2016,2,99,20.525
2016,2,100,20.895
2016,2,101,22.105
2016,2,102,25.34
2016,2,103,28.4
2016,2,104,30.07
2016,2,105,31.405
2016,2,106,31.755
2016,2,107,32.32
2016,2,108,31.655
2016,2,109,32.02
2016,2,110,31.68
2016,2,111,31.81
2016,2,112,30.6
2016,2,113,29.425
2016,2,114,29.525
2016,2,115,32.555
2016,2,116,33.375
2016,2,117,31.155
2016,2,118,28.26
2016,2,119,25.91
2016,2,120,24.39
2016,2,121,20.35
2016,2,122,20.32
2016,2,123,20.525
2016,2,124,20.895
2016,2,125,22.105
2016,2,126,25.34
2016,2,127,28.4
2016,2,128,30.07
2016,2,129,31.405
2016,2,130,31.755
2016,2,131,32.32
2016,2,132,31.655
2016,2,133,32.02
2016,2,134,31.68
2016,2,135,31.81
2016,2,136,30.6
2016,2,137,29.425
2016,2,138,29.525
2016,2,139,32.555
2016,2,140,33.375
2016,2,141,31.155
2016,2,142,28.26
2016,2,143,25.91
2016,2,144,24.39
2016,2,145,20.35
2016,2,146,20.32
2016,2,147,20.525
2016,2,148,20.895
2016,2,149,22.105
2016,2,150,25.34
2016,2,151,28.4
2016,2,152,30.07
2016,2,153,31.405
2016,2,154,31.755
2016,2,155,32.32
2016,2,156,31.655
2016,2,157,32.02
2016,2,158,31.68
2016,2,159,31.81
2016,2,160,30.6
2016,2,161,29.425
2016,2,162,29.525
2016,2,163,32.555
2016,2,164,33.375
2016,2,165,31.155
2016,2,166,28.26
2016,2,167,25.91
2016,2,168,24.39
2016,2,169,20.35
2016,2,170,20.32
2016,2,171,20.525
2016,2,172,20.895
2016,2,173,22.105
2016,2,174,25.34
2016,2,175,28.4
2016,2,176,30.07
2016,2,177,31.405
2016,2,178,31.755
2016,2,179,32.32
2016,2,180,31.655
2016,2,181,32.02
2016,2,182,31.68
2016,2,183,31.81
2016,2,184,30.6
2016,2,185,29.425
2016,2,186,29.525
2016,2,187,32.555
2016,2,188,33.375
2016,2,189,31.155
2016,2,190,28.26
2016,2,191,25.91
2016,2,192,24.39
2016,2,193,20.35
2016,2,194,20.32
2016,2,195,20.525
2016,2,196,20.895
2016,2,197,22.105
2016,2,198,25.34
2016,2,199,28.4
2016,2,200,30.07
2016,2,201,31.405
2016,2,202,31.755
2016,2,203,32.32
2016,2,204,31.655
2016,2,205,32.02
2016,2,206,31.68
2016,2,207,31.81
2016,2,208,30.6
2016,2,209,29.425
2016,2,210,29.525
2016,2,211,32.555
2016,2,212,33.375
2016,2,213,31.155
2016,2,214,28.26
2016,2,215,25.91
2016,2,216,24.39
2016,2,217,20.35
2016,2,218,20.32
2016,2,219,20.525
2016,2,220,20.895
2016,2,221,22.105
2016,2,222,25.34
2016,2,223,28.4
2016,2,224,30.07
2016,2,225,31.405
2016,2,226,31.755
2016,2,227,32.32
2016,2,228,31.655
2016,2,229,32.02
2016,2,230,31.68
2016,2,231,31.81
2016,2,232,30.6
2016,2,233,29.425
2016,2,234,29.525
2016,2,235,32.555
2016,2,236,33.375
2016,2,237,31.155
2016,2,238,28.26
2016,2,239,25.91
2016,2,240,24.39
2016,2,241,20.35
2016,2,242,20.32
2016,2,243,20.525
2016,2,244,20.895
2016,2,245,22.105
2016,2,246,25.34
2016,2,247,28.4
2016,2,248,30.07
2016,2,249,31.405
2016,2,250,31.755
2016,2,251,32.32
2016,2,252,31.655
2016,2,253,32.02
2016,2,254,31.68
2016,2,255,31.81
2016,2,256,30.6
2016,2,257,29.425
2016,2,258,29.525
2016,2,259,32.555
2016,2,260,33.375
2016,2,261,31.155
2016,2,262,28.26
2016,2,263,25.91
2016,2,264,24.39
2016,2,265,20.35
2016,2,266,20.32
2016,2,267,20.525
2016,2,268,20.895
2016,2,269,22.105
2016,2,270,25.34
2016,2,271,28.4
2016,2,272,30.07
2016,2,273,31.405
2016,2,274,31.755
2016,2,275,32.32
2016,2,276,31.655
2016,2,277,32.02
2016,2,278,31.68
2016,2,279,31.81
2016,2,280,30.6
2016,2,281,29.425
2016,2,282,29.525
2016,2,283,32.555
2016,2,284,33.375
2016,2,285,31.155
2016,2,286,28.26
2016,2,287,25.91
2016,2,288,24.39
2016,2,289,20.35
2016,2,290,20.32
2016,2,291,20.525
2016,2,292,20.895
2016,2,293,22.105
2016,2,294,25.34
2016,2,295,28.4
2016,2,296,30.07
2016,2,297,31.405
2016,2,298,31.755
2016,2,299,32.32
2016,2,300,31.655
2016,2,301,32.02
2016,2,302,31.68
2016,2,303,31.81
2016,2,304,30.6
2016,2,305,29.425
2016,2,306,29.525
2016,2,307,32.555
2016,2,308,33.375
2016,2,309,31.155
2016,2,310,28.26
2016,2,311,25.91
2016,2,312,24.39
2016,2,313,20.35
2016,2,314,20.32
2016,2,315,20.525
2016,2,316,20.895
2016,2,317,22.105
2016,2,318,25.34
2016,2,319,28.4
2016,2,320,30.07
2016,2,321,31.405
2016,2,322,31.755
2016,2,323,32.32
2016,2,324,31.655
2016,2,325,32.02
2016,2,326,31.68
2016,2,327,31.81
2016,2,328,30.6
2016,2,329,29.425
2016,2,330,29.525
2016,2,331,32.555
2016,2,332,33.375
2016,2,333,31.155
2016,2,334,28.26
2016,2,335,25.91
2016,2,336,24.39
2016,2,337,20.35
2016,2,338,20.32
2016,2,339,20.525
2016,2,340,20.895
2016,2,341,22.105
2016,2,342,25.34
2016,2,343,28.4
2016,2,344,30.07
2016,2,345,31.405
2016,2,346,31.755
2016,2,347,32.32
2016,2,348,31.655
2016,2,349,32.02
2016,2,350,31.68
2016,2,351,31.81
2016,2,352,30.6
2016,2,353,29.425
2016,2,354,29.525
2016,2,355,32.555
2016,2,356,33.375
2016,2,357,31.155
2016,2,358,28.26
2016,2,359,25.91
2016,2,360,24.39
2016,2,361,20.35
2016,2,362,20.32
2016,2,363,20.525
2016,2,364,20.895
2016,2,365,22.105
2016,2,366,25.34
2016,2,367,28.4
2016,2,368,30.07
2016,2,369,31.405
2016,2,370,31.755
2016,2,371,32.32
2016,2,372,31.655
2016,2,373,32.02
2016,2,374,31.68
2016,2,375,31.81
2016,2,376,30.6
2016,2,377,29.425
2016,2,378,29.525
2016,2,379,32.555
2016,2,380,33.375
2016,2,381,31.155
2016,2,382,28.26
2016,2,383,25.91
2016,2,384,24.39
2016,2,385,20.35
2016,2,386,20.32
2016,2,387,20.525
2016,2,388,20.895
2016,2,389,22.105
2016,2,390,25.34
2016,2,391,28.4
2016,2,392,30.07
2016,2,393,31.405
2016,2,394,31.755
2016,2,395,32.32
2016,2,396,31.655
2016,2,397,32.02
2016,2,398,31.68
2016,2,399,31.81
2016,2,400,30.6
2016,2,401,29.425
2016,2,402,29.525
2016,2,403,32.555
2016,2,404,33.375
2016,2,405,31.155
2016,2,406,28.26
2016,2,407,25.91
2016,2,408,24.39
2016,2,409,20.35
2016,2,410,20.32
2016,2,411,20.525
2016,2,412,20.895
2016,2,413,22.105
2016,2,414,25.34
2016,2,415,28.4
2016,2,416,30.07
2016,2,417,31.405
2016,2,418,31.755
2016,2,419,32.32
2016,2,420,31.655
2016,2,421,32.02
2016,2,422,31.68
2016,2,423,31.81
2016,2,424,30.6
2016,2,425,29.425
2016,2,426,29.525
2016,2,427,32.555
2016,2,428,33.375
2016,2,429,31.155
2016,2,430,28.26
2016,2,431,25.91
2016,2,432,24.39
2016,2,433,20.35
2016,2,434,20.32
2016,2,435,20.525
2016,2,436,20.895
2016,2,437,22.105
2016,2,438,25.34
2016,2,439,28.4
2016,2,440,30.07
2016,2,441,31.405
2016,2,442,31.755
2016,2,443,32.32
2016,2,444,31.655
2016,2,445,32.02
2016,2,446,31.68
2016,2,447,31.81
2016,2,448,30.6
2016,2,449,29.425
2016,2,450,29.525
2016,2,451,32.555
2016,2,452,33.375
2016,2,453,31.155
2016,2,454,28.26
2016,2,455,25.91
2016,2,456,24.39
2016,2,457,20.35
2016,2,458,20.32
2016,2,459,20.525
2016,2,460,20.895
2016,2,461,22.105
2016,2,462,25.34
2016,2,463,28.4
2016,2,464,30.07
2016,2,465,31.405
2016,2,466,31.755
2016,2,467,32.32
2016,2,468,31.655
2016,2,469,32.02
2016,2,470,31.68
2016,2,471,31.81
2016,2,472,30.6
2016,2,473,29.425
2016,2,474,29.525
2016,2,475,32.555
2016,2,476,33.375
2016,2,477,31.155
2016,2,478,28.26
2016,2,479,25.91
2016,2,480,24.39
2016,2,481,20.35
2016,2,482,20.32
2016,2,483,20.525
2016,2,484,20.895
2016,2,485,22.105
2016,2,486,25.34
2016,2,487,28.4
2016,2,488,30.07
2016,2,489,31.405
2016,2,490,31.755
2016,2,491,32.32
2016,2,492,31.655
2016,2,493,32.02
2016,2,494,31.68
2016,2,495,31.81
2016,2,496,30.6
2016,2,497,29.425
2016,2,498,29.525
2016,2,499,32.555
2016,2,500,33.375
2016,2,501,31.155
2016,2,502,28.26
2016,2,503,25.91
2016,2,504,24.39
2016,2,505,20.35
2016,2,506,20.32
2016,2,507,20.525
2016,2,508,20.895
2016,2,509,22.105
2016,2,510,25.34
2016,2,511,28.4
2016,2,512,30.07
2016,2,513,31.405
2016,2,514,31.755
2016,2,515,32.32
2016,2,516,31.655
2016,2,517,32.02
2016,2,518,31.68
2016,2,519,31.81
2016,2,520,30.6
2016,2,521,29.425
2016,2,522,29.525
2016,2,523,32.555
2016,2,524,33.375
2016,2,525,31.155
