Varies per block?       ,    1,Unit    ,GWh    ,     2,     1,  2016  
Varies per sequence?    ,    1                                        
# of agents             ,    2                                        
Stag,Seq.,Blck,H1          ,H2                                        
   4,   1,  24, 0.19965    ,  0.0000                                  
   5,   1,   1,  0.0000    , 0.21762                                  
   5,   1,   2,  0.0000    ,  0.0000                                  
   5,   1,   3,  0.0000    , 0.10540                                  
   5,   1,   4, 0.28210E-01,  0.0000                                  
   5,   1,   5,  0.0000    ,  0.0000                                  
   5,   1,   6,  0.0000    , 0.15717                                  
   5,   1,   7,  0.0000    ,  0.0000                                  
   5,   1,   8, 0.25962    ,  0.0000                                  
   5,   1,   9, 0.20631    ,  0.0000                                  
   5,   1,  10, 0.10540E-01,  0.0000                                  
   5,   1,  11,  0.0000    , 0.17360                                  
   5,   1,  12,  0.0000    ,  0.0000                                  
   5,   1,  13, 0.23421    ,  0.0000                                  
   5,   1,  14,  0.0000    , 0.19081                                  
   5,   1,  15, 0.19856    ,  0.0000                                  
   5,   1,  16, 0.13795E-01, 0.87265E-01                              
   5,   1,  17, 0.13717    ,  0.0000                                  
   5,   1,  18, 0.22692    ,  0.0000                                  
   5,   1,  19,  0.0000    ,  0.0000                                  
   5,   1,  20, 0.21111    ,  0.0000                                  
   5,   1,  21, 0.14027    ,  0.0000                                  
   5,   1,  22,  0.0000    ,  0.0000                                  
   5,   1,  23, 0.20940    ,  0.0000                                  
   5,   1,  24, 0.20708    ,  0.0000                                  
   6,   1,   1, 0.30000    ,  0.0000                                  
   6,   1,   2, 0.30000    ,  0.0000                                  
   6,   1,   3,  0.0000    , 0.13575                                  
   6,   1,   4,  0.0000    , 0.27300E-01                              
   6,   1,   5,  0.0000    , 0.19215                                  
   6,   1,   6,  0.0000    ,  0.0000                                  
   6,   1,   7,  0.0000    , 0.10200                                  
   6,   1,   8, 0.22665    ,  0.0000                                  
   6,   1,   9,  0.0000    ,  0.0000                                  
   6,   1,  10,  0.0000    , 0.21060                                  
   6,   1,  11,  0.0000    , 0.15210                                  
   6,   1,  12,  0.0000    ,  0.0000                                  
   6,   1,  13, 0.26347    ,  0.0000                                  
   6,   1,  14,  0.0000    ,  0.0000                                  
   6,   1,  15,  0.0000    , 0.20430                                  
   6,   1,  16, 0.18465    ,  0.0000                                  
   6,   1,  17, 0.16800    ,  0.0000                                  
   6,   1,  18, 0.11030E-01, 0.19162                                  
   6,   1,  19, 0.97800E-01,  0.0000                                  
   6,   1,  20, 0.20040    ,  0.0000                                  
   6,   1,  21, 0.21960    ,  0.0000                                  
   6,   1,  22, 0.13275    ,  0.0000                                  
   6,   1,  23,  0.0000    ,  0.0000                                  
   6,   1,  24, 0.19965    ,  0.0000                                  
   7,   1,   1, 0.31000    ,  0.0000                                  
   7,   1,   2, 0.31000    ,  0.0000                                  
   7,   1,   3,  0.0000    , 0.10540                                  
   7,   1,   4,  0.0000    , 0.28210E-01                              
   7,   1,   5,  0.0000    ,  0.0000                                  
   7,   1,   6,  0.0000    , 0.15717                                  
   7,   1,   7,  0.0000    ,  0.0000                                  
   7,   1,   8, 0.25962    ,  0.0000                                  
   7,   1,   9,  0.0000    , 0.20631                                  
   7,   1,  10,  0.0000    , 0.10540E-01                              
   7,   1,  11,  0.0000    , 0.17360                                  
   7,   1,  12, 0.13480    ,  0.0000                                  
   7,   1,  13,  0.0000    , 0.23421                                  
   7,   1,  14, 0.38958E-01, 0.15185                                  
   7,   1,  15, 0.19856    ,  0.0000                                  
   7,   1,  16, 0.10106    ,  0.0000                                  
   7,   1,  17, 0.13717    ,  0.0000                                  
   7,   1,  18, 0.22692    ,  0.0000                                  
   7,   1,  19,  0.0000    ,  0.0000                                  
   7,   1,  20, 0.21111    ,  0.0000                                  
   7,   1,  21, 0.14027    ,  0.0000                                  
   7,   1,  22,  0.0000    ,  0.0000                                  
   7,   1,  23, 0.20940    ,  0.0000                                  
   7,   1,  24, 0.20708    ,  0.0000                                  
   8,   1,   1,  0.0000    , 0.21762                                  
   8,   1,   2,  0.0000    ,  0.0000                                  
   8,   1,   3,  0.0000    , 0.10540                                  
   8,   1,   4, 0.28210E-01,  0.0000                                  
   8,   1,   5,  0.0000    ,  0.0000                                  
   8,   1,   6,  0.0000    , 0.15717                                  
   8,   1,   7,  0.0000    ,  0.0000                                  
   8,   1,   8, 0.25962    ,  0.0000                                  
   8,   1,   9,  0.0000    , 0.20631                                  
   8,   1,  10,  0.0000    , 0.10540E-01                              
   8,   1,  11,  0.0000    , 0.17360                                  
   8,   1,  12,  0.0000    ,  0.0000                                  
   8,   1,  13,  0.0000    , 0.23421                                  
   8,   1,  14, 0.19081    ,  0.0000                                  
   8,   1,  15, 0.19856    ,  0.0000                                  
   8,   1,  16, 0.10106    ,  0.0000                                  
   8,   1,  17, 0.13717    ,  0.0000                                  
   8,   1,  18, 0.22692    ,  0.0000                                  
   8,   1,  19,  0.0000    ,  0.0000                                  
   8,   1,  20, 0.21111    ,  0.0000                                  
   8,   1,  21, 0.14027    ,  0.0000                                  
   8,   1,  22,  0.0000    ,  0.0000                                  
   8,   1,  23, 0.98425E-01, 0.11098                                  
   8,   1,  24,  0.0000    , 0.20708                                  
   9,   1,   1, 0.14976E-02,  0.0000                                  
   9,   1,   2,  0.0000    , 0.25125                                  
   9,   1,   3,  0.0000    , 0.13575                                  
   9,   1,   4,  0.0000    , 0.27300E-01                              
   9,   1,   5, 0.19215    ,  0.0000                                  
   9,   1,   6,  0.0000    ,  0.0000                                  
   9,   1,   7, 0.10200    ,  0.0000                                  
   9,   1,   8,  0.0000    , 0.22665                                  
   9,   1,   9,  0.0000    ,  0.0000                                  
   9,   1,  10,  0.0000    , 0.21060                                  
   9,   1,  11,  0.0000    , 0.15210                                  
   9,   1,  12,  0.0000    ,  0.0000                                  
   9,   1,  13,  0.0000    , 0.10200E-01                              
   9,   1,  14,  0.0000    ,  0.0000                                  
   9,   1,  15,  0.0000    , 0.20430                                  
   9,   1,  16, 0.11070    , 0.73948E-01                              
   9,   1,  17, 0.16800    ,  0.0000                                  
   9,   1,  18, 0.20265    ,  0.0000                                  
   9,   1,  19, 0.97800E-01,  0.0000                                  
   9,   1,  20, 0.20040    ,  0.0000                                  
   9,   1,  21, 0.21960    ,  0.0000                                  
   9,   1,  22, 0.13275    ,  0.0000                                  
   9,   1,  23,  0.0000    ,  0.0000                                  
   9,   1,  24, 0.19965    ,  0.0000                                  
  10,   1,   1,  0.0000    , 0.21762                                  
  10,   1,   2,  0.0000    ,  0.0000                                  
  10,   1,   3, 0.10540    ,  0.0000                                  
  10,   1,   4, 0.28210E-01,  0.0000                                  
  10,   1,   5,  0.0000    ,  0.0000                                  
  10,   1,   6, 0.15717    ,  0.0000                                  
  10,   1,   7,  0.0000    ,  0.0000                                  
  10,   1,   8, 0.25962    ,  0.0000                                  
  10,   1,   9, 0.20631    ,  0.0000                                  
  10,   1,  10, 0.10540E-01,  0.0000                                  
  10,   1,  11, 0.17360    ,  0.0000                                  
  10,   1,  12,  0.0000    ,  0.0000                                  
  10,   1,  13, 0.23421    ,  0.0000                                  
  10,   1,  14, 0.19081    ,  0.0000                                  
  10,   1,  15, 0.19856    ,  0.0000                                  
  10,   1,  16, 0.10106    ,  0.0000                                  
  10,   1,  17, 0.13717    ,  0.0000                                  
  10,   1,  18, 0.22692    ,  0.0000                                  
  10,   1,  19,  0.0000    ,  0.0000                                  
  10,   1,  20, 0.21111    ,  0.0000                                  
  10,   1,  21, 0.14027    ,  0.0000                                  
  10,   1,  22,  0.0000    ,  0.0000                                  
  10,   1,  23, 0.20940    ,  0.0000                                  
  10,   1,  24, 0.19220    , 0.14880E-01                              
  11,   1,   1,  0.0000    ,  0.0000                                  
  11,   1,   2, 0.25125    ,  0.0000                                  
  11,   1,   3,  0.0000    , 0.13575                                  
  11,   1,   4, 0.27300E-01,  0.0000                                  
  11,   1,   5,  0.0000    , 0.19215                                  
  11,   1,   6,  0.0000    ,  0.0000                                  
  11,   1,   7,  0.0000    , 0.10200                                  
  11,   1,   8, 0.22665    ,  0.0000                                  
  11,   1,   9,  0.0000    ,  0.0000                                  
  11,   1,  10, 0.21060    ,  0.0000                                  
  11,   1,  11, 0.15210    ,  0.0000                                  
  11,   1,  12,  0.0000    ,  0.0000                                  
  11,   1,  13, 0.10200E-01,  0.0000                                  
  11,   1,  14,  0.0000    ,  0.0000                                  
  11,   1,  15, 0.20430    ,  0.0000                                  
  11,   1,  16,  0.0000    , 0.18465                                  
  11,   1,  17,  0.0000    , 0.16800                                  
  11,   1,  18,  0.0000    , 0.20265                                  
  11,   1,  19,  0.0000    , 0.97800E-01                              
  11,   1,  20,  0.0000    , 0.20040                                  
  11,   1,  21, 0.25200E-01, 0.19440                                  
  11,   1,  22, 0.13275    ,  0.0000                                  
  11,   1,  23,  0.0000    ,  0.0000                                  
  11,   1,  24, 0.19965    ,  0.0000                                  
  12,   1,   1, 0.31000    ,  0.0000                                  
  12,   1,   2, 0.31000    ,  0.0000                                  
  12,   1,   3,  0.0000    , 0.10540                                  
  12,   1,   4,  0.0000    , 0.28210E-01                              
  12,   1,   5,  0.0000    ,  0.0000                                  
  12,   1,   6,  0.0000    , 0.15717                                  
  12,   1,   7,  0.0000    ,  0.0000                                  
  12,   1,   8, 0.25962    ,  0.0000                                  
  12,   1,   9,  0.0000    , 0.20631                                  
  12,   1,  10,  0.0000    , 0.10540E-01                              
  12,   1,  11,  0.0000    , 0.17360                                  
  12,   1,  12, 0.24268    ,  0.0000                                  
  12,   1,  13, 0.23421    ,  0.0000                                  
  12,   1,  14, 0.19081    ,  0.0000                                  
  12,   1,  15, 0.19856    ,  0.0000                                  
  12,   1,  16,  0.0000    , 0.10106                                  
  12,   1,  17, 0.13717    ,  0.0000                                  
  12,   1,  18, 0.22692    ,  0.0000                                  
  12,   1,  19,  0.0000    ,  0.0000                                  
  12,   1,  20,  0.0000    , 0.21111                                  
  12,   1,  21,  0.0000    , 0.14027                                  
  12,   1,  22,  0.0000    ,  0.0000                                  
  12,   1,  23, 0.16791    , 0.41492E-01                              
  12,   1,  24, 0.20708    ,  0.0000                                  
